,rec_id,nom_id,award_id,ah_id,link_id,award_private,product_id,title,message,award_date
269127,5460545,6160742,55352913,54759846,292278.0,0,620,Workhuman Sponsor Support,"Jill and Lauren, I came to you with a suggestion for a Workhuman sponsor opportunity with Bright Horizons and you jumped right in.   We had one of their B2B leads in the office today and you got her thinking and exciting about a potential partnership even though we didn't have a formal proposal to present. We have a ways to go, but I appreciate you both being open to new and innovate ways they can bring their brand to WHL2020 and beyond...",2019-10-18
269387,10792543,6150741,55187230,54608375,287238.0,0,620,GPTW Ire,"Maeve and Amy, Thank you both for your help getting me the information on our top media pieces in Ireland and all of the great speaking engagements we've had this year. This information is going to be a great addition to our interactive submission this year, showing how we've raised our profile in the market! Thank you so much for your quick and thorough help.",2019-10-15
269518,10792543,1885215,55122852,54511633,285358.0,0,620,Campaign and Testing Progress!,"Incredible job with your recent presentation on our campaigns.  Amy – as the quarterback you have displayed great agility, fine-tuning and advances our approaches, new test ideas, and more. We are in the midst of a transformation within marketing – from both a conceptional and executional standpoint. You were able to show the progress made to date, share key learnings, and demonstrate new opportunities in a very articulate way.  Katie – you added tremendous value on the social media side and have already made an impact to the campaigns – to ensure we are mindful of new testing methodologies as well as visual approaches that should increase our impact.  Thank you both for your great efforts!",2019-10-11
269620,10792543,2937837,55075938,54469308,284250.0,0,620,Adjustments on the fly,"Team, It was only four business days ago that we sat down and talked about our experiences from the first few executive forums and re-envisioned what it could be. In the ensuing days, I know that you all worked tirelessly to create the new experience that we had in mind. Today’s session was amazing and light years ahead of where we were this time last week. It’s because you had the courage and energy to take those ideas and make them real earlier this week. Thank you, and well done!",2019-10-11
269635,5460545,2937837,55075908,54467929,284250.0,0,620,Adjustments on the fly,"Team, It was only four business days ago that we sat down and talked about our experiences from the first few executive forums and re-envisioned what it could be. In the ensuing days, I know that you all worked tirelessly to create the new experience that we had in mind. Today’s session was amazing and light years ahead of where we were this time last week. It’s because you had the courage and energy to take those ideas and make them real earlier this week. Thank you, and well done!",2019-10-11
269847,10792543,11837898,54961969,54363937,,0,620,Bringing it all together,"I started over a month ago and after getting very behind on my inbox, I wasn't exactly looking forward to another onboarding session. However, I truly enjoyed your presentation and really appreciated hearing hopes and visions for the future of Workhuman after mostly retrospectives and demonstrations. Not only did you call out and encourage participation and feedback from the group, but you were the only presenter (if memory serves) to describe how your role and department interacts with every one of us. In my mind, that's what onboarding should be. I look forward to working with you. Thanks!",2019-10-09
269848,10792543,9213055,54952295,54363931,280847.0,0,620,The happiest and most helpful humans of all. ,"Z and Amy, I cannot tell you how much I appreciate your help on some recent projects. Regardless of your workloads, regardless of how fragmented the asks, you are ALWAYS in my corner to help me navigate through all the things, help pick up the pieces and push on to a glorious and thoughtful end result. Thank you both for the awesome-ness, thoughtfulness and being AMAZING partners in crime. I don't know what I would do without you!",2019-10-09
269918,67028,9573385,54730974,54342318,274040.0,0,620,New hire breakfast! ,"Guys, I just wanted to take the time to express my gratitude to you all for consistently going out of your way to attend the new hire breakfast which we have introduced recently. I get great feedback on this, our new humans are so impressed that our leaders take time meet them on day one. Thank you for your commitment, and for sharing your funny stories and fun facts!!",2019-10-08
270003,10792543,2271856,54886059,54318798,278832.0,0,620,agile tour presentation - Supporters!,"Maeve, Amy and Jessica, thanks for all your support with my preparations for my presentation at the Agile Tour Dublin.  From the initial group training set up where the idea of presenting came about, to the individual training your arranged for me, the help with preparing the presentation and the on-the-day support with the Workhuman desk and raffle organisation; it all helped make this a success.  All this investment and preparation really worked and I received great feedback on the presentation at the event. I was really glad to have taken part in this new initiative and I look forward to my next presentation (or to attending one of your presentations! ) ",2019-10-07
270006,10792543,6103693,54837183,54318773,,0,620,Moments that matter in presenting!,"Amy, thank you for offering your speaking engagement coaching expertise in preparation for the HR Tech presentation(s). I so appreciate your advice and honesty in how I can personally enhance my presentation style and approach. I took your feedback to heart and most definitely applied it during the real thing! Gratitudes, Amy!",2019-10-07
270078,10792543,1885215,54879554,54270150,278705.0,0,620,Bringing the Humanity at HR Tech,"Dan, Amy, Mike, and Max - Wonderful work at the HR Tech conference in Las Vegas. Shows like this are an incredible opportunity to influence the market - through key influencers, analysts, customers, and more.  There are countless items that play into the strategy - from social presence to meetings to sessions to dinners to drinks to content. It's a constant flurry of activities that show who we are as a company and people. Thank you for the passion you brought, the eagerness to learn and make new connections, and all the great relationship building along the way!  ",2019-10-07
270154,10792543,5076183,54828648,54228581,277073.0,0,620,It takes a village.,"I'd like to express my gratitude to this group of Workhuman superstars. Each of you stepped up in the last few weeks to contribute a post on the Workhuman blog. None of you are full-time writers, but each of you helped bring new stories and perspectives to our readers this month. From event recaps to personal gratitude stories to showing the business value of investing in recognition, these posts add to the rich fabric of thought leadership content our readers expect. Thank you for patiently working with me on rounds of edits and providing all those extra details like headshots, bios, and other images. Looking forward to more posts from you in the future!",2019-10-04
270158,10792543,9780937,54788826,54228516,,0,620,Off to a great start,"Amy - this was a bit overdue, but now I have more to add! Thank you for being so open minded and enthusiastic about our new job kickoff process. Our meeting was the first time I had put this new process into play, and it was so energizing to have it so well-received by you. Not only were you willing to do a deep dive into all the things, but you came to our meeting SO well prepared - to discuss so many different aspects of your open position, your vision for PR, and the recruiting process. Since then, you've also taken the time to review resumes with me, and have stuck to your commitment to SUPER quick turnaround on candidate feedback. Thank you for such a great recruiting partner. I am truly looking forward to filling this job with you!",2019-10-04
270241,10792543,3075032,54747239,54185698,274603.0,0,620,Championing our Tech Community Champions,"Ladies  ... I love the energy and passion you've both brought to this initiative!!  You've really led from the front, encouraging ideas and input and being super supportive to all. It's great to see the structure, supports, the encouragement and showcasing each individuals contribution and journey. Really well done, excited to see how this progresses .... super excited about our SWERVE lightening showcase!!",2019-10-03
270259,7569574,3390854,54778832,54177713,275635.0,0,620,Delivering a moment that matters to Merck CHRO,"A big thanks to each of you for making this project come to life! Beautiful things happen when we all work together. We have yet to meet the CHRO at Merck and with his 1 year anniversary approaching, Sheri jumped on the opportunity to make that a moment that matters! We have created something inspiring, educational and celebratory to deliver! Carrie, your creative skills are what makes this data come to life - I would hang this in my office! Dianne, you jumped into action immediately and stayed on top of every detail to get a quick turn around. Project Management skills of a true #bosslady! Amanda, always coming in clutch when last minute details are needed to execute! Jay, Joyce and Erin - once you are tied to an account, you are always tied to the account. Ha! Thank you for quickly getting a hold of stats and details of their journey. Sheri - no matter what is on your plate, you never miss a beat. This is because of you. Great job everyone!",2019-10-03
270498,10792543,6922295,54648053,54048045,271771.0,0,620,It Takes an Army,"I want to extend a special thank you to everyone involved in bringing together the Taste of Workhuman Live event series. Amanda/Amy for pulling together graticards, gratitude journals, speakers, coordinating content, setting up briefing meetings, and keeping everyone on track. Jess/Jen/Mike for the execution of campaign materials numerous operations requests, and fast turn-around timelines. Lynette - for being the rockstar that I knew you would be speaking at our events. Thanks for your constant energy and passion you bring to everything that you do. Also, for helping set up at Raleigh and Atlanta. Mark - for stepping up, helping research and cover for me while I was on vacation. Mike - for coming in last minute and saving the day with Laurie Ruettiman to speak at our events. Everyone made these events successful and spectacular. Thank you all!",2019-10-01
270499,10792543,4801362,54636090,54048035,,0,620,Exec Forum Powerhouse Partner,"Amy - It was great to start off the Exec Forum fall tour with you by my side. You've been a powerhouse behind the scenes in securing executive speakers, managing changes on the fly, and helping to develop the messaging and content for the events. And your attitude and effort was no different on the ground - helping to set up, prep our speakers, welcome guests, have lively conversations, move tables, and take copious notes all along the way to capture the dialogue, discussion, and insights taking place in the room. I appreciate all that you bring to the table - and the forums - and I look forward to the future growth of the program with you on the team!",2019-10-01
270772,7569574,6516935,54481898,53915261,266410.0,0,620,Another productive Merck meeting ,"Team, I know this is overdue but wanted to thank you all for your preparation, presentation and great work at the recent Merck onsite meeting where we covered a number of important topics with their program team.  As a result of your efforts we had a very productive meeting in a short amount of time.  We were able to make progress with their procurement team on their contract renewal, present our new Onboarding award experience, review bringing on their US contractors to the recognition program, demo Executive Feedback, share what our experiential redemption awards will look like, review communication strategies and still found time for some program updates.  This was no small feat given the amount of time we had to cover each item.  The Merck team was completely engaged through the day and we were able to leave the meeting with some good progress on all fronts.  Thank you all for your teamwork in helping to support each other in the course of the client conversations as we continue to find unique ways to grow the Inspire program across the organization.  We are a trusted and valued partner with their leadership team and that continued to show itself as a result of this latest meeting.  ",2019-09-27
270915,7569574,67058,54447706,53855644,265366.0,0,620,'Healthy' Start to Day! Design Lab w/GE Healthcare,"I am go grateful to be a apart of this amazing team taking 15 years with GE to the next level of greatness and true imagination at work, Workhuman style! Sheri, our strategic leader and thinker. GE is experiencing lots of business challenges. You continue to position the WH Cloud as a critical component for culture transformation, modern day leadership, exceptional employee experience and connectedness which translates directly into talent and business outcomes! Getting GE Healthcare to think 'Quick, Impactful WINS, in the short-term and Bolder, Bigger WINS post-Workday launch.' You educate on what's possible. Last week Kostas said 'I love the microsite you created. Lots of valuable information in there.' Talk about getting a new heartbeat at Healthcare! Kara, you continue to shine with your deep knowledge and expertise around the platform, out of the box thinking on what's possible in the short-term and always strategizing on the long-term goals. Your demo today, the added color, story you were telling was so impactful. Greg, after a 4:30am start to drive 3 hours, your presence alone up-levels any meeting (the Dr  is in the house) ,you presented Healthcare's data, what story it told, highlighting the opportunities, showcasing what great looks like, weaving in other customer stories had them coming to all the right conclusions - mindset change is needed. More peer to peer recognition, managers and peers, giving and receiving at about 1 per month resonated well! All of our voices will be in there heads tonight hearing ""lower value awards given more frequently."" The most beautiful cheer of all! Rich, you jumped in at the last minute to listen and learn as the recently assigned launch manager. We truly appreciated the behind the scenes support! Lots of WINS today. Award reasons that matter, mindset change program is for everyday efforts, both big and small, increase in investment, proper comms rollout strategy and continued excitement!! New Life, New Heart!",2019-09-25
271163,7569574,4093200,54297323,53703637,,0,620,Creating Magic at GE,"Sheri, I want to acknowledge your incredible leadership through our next-gen work at GE. There have been many a roadblock, political nonsense, old vs new players, and a lot of tough business 'announcements' as it relates to GE. Through it all, every week, you seem to look past what feels like an uphill climb, and serve up the next BIG idea that moves us to a new level---to new heights! It was such an awesome feeling to have a senior executive this week come charging toward us, delighted by all of the upcoming possibilities with the social recognition strategy! Thank you for your tireless work (and very long days), thinking SO big, challenging our internal partners to create, surprise, and delight with every step! Here's looking at a most successful re-launch and many more years of great partnership! Cheers!",2019-09-21
271166,5460545,7947324,54285745,53700331,,0,620,HIRED!,"Jill - congratulations on your newest hire!  I am so excited for Cara to come on board.  I have had so much fun partnering with you on this search!  Throughout the search you were responsive and honest.  Thank you for always quickly getting back to me, and quickly delivering feedback on candidates.  Also, thank you for teaching me about the world of events!  I have never recruited for this space, and your guidance was so helpful.  It was so fun to learn more about your function!  You created great candidate experiences for each candidate we interviewed.  Thank you for being a fantastic recruiting partner!",2019-09-20
271192,10792543,10691622,54217033,53690454,,0,620,The Workhuman Social Media Era Is Here,"Amy, I wanted to say how much I appreciate how you have led Max and I these past few months. The social media team forming together is such a great opportunity for Workhuman and in some ways we were building it from the ground up. Lots of actions were already in place, but developing a whole new team is no easy feat! You always made it clear that you were available by any means. You helped guide us through all of these changes. You were able to provide your level of expertise to what we were doing to help us learn from you. You provided us support when we needed it. You are our #1 cheerleader. We have a lot of work ahead of us, but we are in a much better spot with your guidance and support. Excited to continue to partner and work with our new teams together! Thank you so much!",2019-09-20
271194,10792543,4183948,54268812,53690504,260053.0,0,620,MetroWest Women's Conference ,"I want to take a moment and thank you all for attending yesterday's event for the MetroWest Women's Conference. It was an successful event because we had some great leadership representing Workhuman as there lead Sponsor! Sarah, you were a true rockstar on stage! The recruiting team killed it at the table when people came running to see what jobs we had open after Sarah's keynote during breakfast! Kevin, Amy, Julia, and Miguel thank you for taking time out of your busy schedules to represent Workhuman! It was a great day and I can't wait to partner with MetroWest again next year!",2019-09-20
271195,10792543,3055856,54283300,53690447,,0,620,aaaaand feedback on the fly!,"Amy, thank you so much for giving me some super valuable feedback on the fly after my presentation at the conference yesterday!  I truly value your input and I am so looking forward to more opportunities for critiquing in the future! and.. and..and...and....... Luda out! ",2019-09-20
271757,7569574,4093200,54019300,53457626,253056.0,0,620,Inspired Offsite ,"Thanks to this group of dreamy strategic thinkers for coming together to talk about the future! It’s a big ask to set a whole day aside and spend every minute challenging yourself to see bigger and write the future. With the fantastic support and creative talents of Amanda and Melissa, we were really able to have some inspired conversations and start to imagine how we can move our business closer and closer to the Dream State. Special shout out to our personal energizer, Traci P for keeping it fun and physical! Rebecca, you are an incredible partner to our team—-thank you for your incredible work to get us organized and planning forward! Cheers!",2019-09-13
271874,10792543,11168128,54017058,53434507,,0,620,For Immediate Release: Amy Rice is a PR Superstar,"Amy, working with you for the last month or so on Workhuman's PR and external comms efforts as well as competitor research has been so great. Thank you so much for seeking me out and getting me involved where you saw/see fit. We have a great process for how we handle our releases and articles and that's only going to continue to get better.   Also, thank you for being an advocate for me and my work. I have a tendency to dive into the deep end on projects, and you let me figure things out then suggest areas to look into that I might not have thought about. You also are more than accommodating when I have a question or a finding. It seems like you might have like 15 minutes a day when you're not in meetings so I really appreciate you taking a couple minutes to listen to things that I found.    I'm really looking forward to our continued partnership, and I think you and I can accomplish a lot of awesome things for Workhuman with our joint efforts. ",2019-09-13
271950,5460545,4801362,53981841,53405237,,0,620,Citrix Onsite Experience Excellence,"Jill - thanks for being amazing partner for the Citrix onsite. From securing catering, purchasing essentials to uplevel the experience (dishes, silverware, glasses snack baskets, macaroons....and of course, champagne) to being available and on call throughout the day to support the needs of the meeting and attendees. We'll continue to learn from each of these experience to build the best Workhuman Innovation Center experience and I'm glad to be doing it with you!",2019-09-12
272205,7569574,10968258,53796623,53269352,,0,620,Passing the Baton!,"Sheri - I want to call out the amazing support and guidance you have given me and continue to bring with Teva. I know this is a client close to you heart and I promise to to do my best to continue the great work you have clearly done there. Thank you for helping me onboard with them, your knowledge and intuition is such a joy. ",2019-09-09
272230,10792543,11168127,53778573,53255557,,0,620,Two four six eight who do we appreciate!,Only fitting that during the first week of the football season we recognize our very own QB1.    Thank you for your hard work and determination in proving out this new process.  It’s a grind.  Sometimes it’s just three yards and a cloud of dust.  (Not sure what that has to do with it but I’m sticking with the football theme) It’s not always flashy but you make it work.  So pull back and launch that Hail Mary because we are about to win this game!  It is a joy to be have you leading the team!,2019-09-09
272395,5460545,2092855,53770613,53198045,245955.0,0,620,Making a list and checking it twice,I loved collaborating with you both on the wish list of must-haves vs nice-to-haves in prep for today's EBC meeting. We synthesized the ideas into a cohesive format and you were able to walk the team through a discussion that was thoughtful and productive. We even ended the meeting a few minutes early! Well done!! ,2019-09-06
272613,10792543,11204444,53665799,53112640,242688.0,0,620,For a fantastic Tech Communication Training,"Thank you, Amy and Maeve for setting up and running the technology communication training. This was a very high quality session and is an important part of building out our employer brand in the Irish Market. Thank you for putting so much work into making the session meaningful. I got a lot from it and I know from being in the room that the attendees did.",2019-09-03
273012,7089735,10886647,53494195,52971488,237700.0,0,620,Strategy & Alignment,"Cam & Erin - What would I do without you two?! I look forward to our discussions on strategy and alignment every week. Cam - I don't know anyone who can explain our business model better than you! You have a natural curiosity for strategy and positioning and I'm confident you will grow our customer base and loyalty in no time. Erin - Your passion and enthusiasm for our Product and Customer Experience is unparalleled, and several leaders have shared how much they value your contributions and enjoy working with you. Thank you both for working together and building the Innovation Adoption LifeCycle that helps us identify the different segments are Customer are in, and the potential strategies we can apply to increase usage and adoption. The Maturity Scoring Model you created helped you to uncover the key elements of success for our Top 10 Customers, and weren't there a few surprises?!?! I look forward to seeing how you leverage your learnings to increase user adoption and strategically grow our Customer base and loyalty. Thank you for all your efforts over the past couple of months -you should be really proud!",2019-08-29
273019,67028,8298087,53542764,52969432,239124.0,0,620,One Step Closer,"A well overdue thank you to everyone involved in the 606 Breakage Systemisation to date. This week we have reach a significant milestone in the project with live up to date data, clearly defined inputs, accurate customer lists,  and a revised report... all bringing us one step closer to our end goal. Where we still have a long way to go to go, this milestone launches us to the next stage of testing, walkthroughs, controls and data analysis. Thanks to everyone involved for their time, patience, brainstorming, guidance and dedication in keeping this project constantly moving. It also means I am moving further away from my manual spreadsheets, which can only be described as a welcome relief to my eyesight! For that, a sincere thank you!",2019-08-29
273351,67028,3386665,53323589,52812538,,0,620,Recruitment Support,"Hi Conor Thank you for all your help and support with the recruitment process for the recent finance hire. You were happy to jump in to interview and give feedback at short notice. Your people skills and team knowledge are invaluable in these cases, so thanks for your input. Bernadette.",2019-08-23
273670,10792543,1885215,53239443,52670061,,0,620,Paving the Path for Program Success,"Amy - It’s seems quite unbelievable that you’ve only been back now a couple of months. In that time, you’ve tackled a lot. A whole lot!  PR, campaigns, social, a new thought leadership/speaker platform strategy, and more.  These are huge initiatives that involve many people across the company (and many details behind the scenes). And many of them are entirely new approaches for marketing. Each and every time, you jump right in with enthusiasm, focus, and passion to achieving success for the company (you’re also unafraid to try anything new).   A high growth company like ours takes that type of mindset and leader. Thank you for your continual strong efforts! ",2019-08-20
273761,10792543,6861558,53166612,52631151,227896.0,0,620,Let's do this thing.,"TEAM! Super inspired after our meeting yesterday. I love where this is going and am appreciative of all the hard work, thought, preparation and leadership in completely changing the way we are approaching this company-wide initiative. I'm excited to be involved and be a part of something so much bigger than just one project or one department. Way to innovate and lead the charge. Times are a changin' and I am HERE for it!! Well done! #gratitag",2019-08-19
273764,10792543,10213829,53146792,52631146,227314.0,0,620,In the trenches! ,"Amy and Lauren - I cant begin to express how much I have enjoyed working with you both on our various campaigns and programs this past month. You are both so talented and I love that we almost immediately were in sync. It’s been so refreshing working alongside each of you and I love that we have found a way to collaborate without stepping on each other’s toes. Amy, your ability to build a framework and program around abstract creative ideas is excellent. Lauren: your ability to craft messaging and tell stories is what brings colors and picture to life. We won’t get everything right, (eh, we’re human) but it’s great to know that we have each other’s back and will figure things out together. :)",2019-08-19
273804,7569574,4093200,53167173,52614906,227913.0,0,620,Q3 Acceleration,"Thanks to this team for another outstanding Acceleration Project quarterly mind meld. Every quarter we come together representing the expertise and perspective of many areas of the business. This quarter was special as we've 'accelerated' our thinking and really got the team thinking bigger and making connections and recommendations. This commitment and intense work for our top 5 customers is paying off as we have come away with a laundry list of opportunities and ideas to grow and protect the business. Thank you for your teamwork, intense listening skills, and outstanding impactful insights!!!",2019-08-17
274038,10792543,2092855,53108145,52551728,226261.0,0,620,The Gratitude Effect ,"I am SO excited about where we are headed for our Gratitude Effect campaign. As a core team, we are learning what hasn’t worked and trying our new improved approach for this one. We are off to such a strong, strategic and efficient approach, I can’t wait to reveal it with the larger team tomorrow. In true test and learn fashion, let’s see if it works but even if it doesn’t, you were all so willing and open to trying, what more could I ask for? I’m so grateful for you!",2019-08-15
274704,7089735,4801363,52817453,52254873,218134.0,0,620,time to zoom in,"Thank you all for the recent contributions you made in implementing zoom! Lauren thank you for coming with the recommendation and contact for Zoom, none of this would have happened without you. Jonathan, Dante for your support and direction on the project, Christie for you tireless drive on the contract negotiations and getting this completed in time,  Steve for approving the Spend, Eoin & Jamesley for the support in getting the trial up and running, supporting the users during this time and most importantly everyone else who participated in the Zoom trial and gave the Honest and positive feedback on Zoom which made everyone else’s efforts worthwhile.  This was a true team effort and we are now positioned with a best in class conferencing system going forward to help and support the company’s efforts to reach its goals! Thank you all for your patience while this process was closed out. ",2019-08-06
274760,10792543,6726990,52790212,52244378,217307.0,0,620,Partnering to push things forward,"Thank you to this team for helping push things forward to secure a c-level speaker for the upcoming Evanta Summit. Kevin - Thank you for suggesting we schedule a meeting with Amy's team to discuss opportunities to partner in the future - and including this speaking engagement in our conversation. Stacey - Thank you for answering the many Evanta questions that Amy's team had in a timely manner (late on a Friday), so Amy's team had all the information they needed to position this opportunity to Amy. Amy - Thank you for taking the reins, especially as I was stepping out on vacation, to get this secured, schedule a prep meeting, and finalize the details. I'm grateful for your partnership!",2019-08-06
274840,5460545,6657619,52788406,52224234,217255.0,0,620,B is for Bizzabo,"When you are working with a new vendor using new software, and the main contact with that vendor is no longer involved... you need a Plan B. Thank you all for being part of Plan B for Bizzabo. You were ready, willing, able, nimble, and responsive in getting up to speed with the platform. You set up the program, tested it, connected it, troubleshooted, learned the ins and outs, developed copy and creative, and collectively tackled the Bizzabo beast!   Thank you for all of your time and attention in a very important step on the trail to San Antonio. The Workhuman Live 2020 reg site is open for bizzness because of your efforts - cheers!",2019-08-05
274881,5460545,11120885,52742392,52190605,215913.0,0,620,Bottling the Experience!,"As a parent, I have heard (and used) the phrase “It takes a village.”  I believe that same idea applies to many of the business challenges we encounter.  Being asked to develop a marketing approach to Bottle Workhuman Live – I knew right away it would take a village.  And WOW – did you all step up.  Taking three hours out of your afternoon to participate in our first ever ‘Bottle Workhuman Live Hack-a-Thon’ was a big ask in the midst of so many competing priorities.  Yet, every one of you jumped at the change.  You even took the time to do some homework in advance and help formulate the direction of the workshop.  You changed schedules to be there.  You came focused and ready.  You gave it your all!  I now have a 20 page deck of ideas to leverage – to create some fun, exciting, bold and disruptive marketing from.  All thanks to you.  I have a deep appreciation for every one of you.  Thank you!",2019-08-03
275271,5460545,8946046,52580165,52023056,211257.0,0,620,'The Art of Gathering' Live Experience & Workshop,"Kevin, Jeff, and Jill, thanks for your openness to a content related idea I had for the Monday of Workhuman Live. I’ve been following an up-and-coming speaker for the last few months and after I had a preliminary call with her team, I just knew she’d be the right fit for our audience. It’s an interactive workshop, which of course requires a team effort to execute. Jill, you jumped on board right away with a few suggestions on where and how to implement it. Jeff, you asked all the right questions from a promotional standpoint to make sure we convey the value effectively to potential attendees. Kevin, per usual you give me the opportunity to explore any speaker, topic, or session format that could bring value to the conference. We’re in the final stages of getting this wrapped up and I’m excited to put it into motion. ",2019-07-30
275442,10792543,9780937,52499263,51943597,208845.0,0,620,Flexible as Gumby...,"Big thanks to all of you for your quick replies today, and your willingness to flex your schedules to accommodate an interview next week. Trying to book any interview is no easy feat, but especially when multiple calendars look really packed. You all replied to my call for help in a flash, and gave me the flexibility I needed to be able to get a schedule in place. Thank you so much for your commitment to recruiting efforts, and to adjusting to the currently market conditions. I appreciate you!",2019-07-26
275797,7089735,6516935,52341117,51788239,,0,620,Creativity and focus on Cognizant ,"Cam, I have to call out the hard work you've been putting into Cognizant and their launch.  While I have only recently been involved with this client it's already clear you've been going above and beyond for this customer.  The latest example was needing to pull together a custom demo site together for their leadership team in a relatively quick amount of time.  I know this involved a lot of work on your end and ate up a chunk of your day to pull this all together.  Not only that but then you delivered it back to the program team in a straightforward manner, which was well received by the client.  This has certainly been a unique client who pushes the limits in a number of ways, but you always come across with a calm and focused demeanor in all your interactions.  Thanks for leading this project with such professionalism and client focus.  ",2019-07-23
275839,7569574,4093200,52317742,51772167,203468.0,0,620,The Percussion Section is on FIRE ,"Thanks to each of you for bringing your 'best beats' to Bootcamp! Every great band needs a percussion section that can offer confidence, a solid framework, and some sick solos. Each of you came to play in Newport! Thank you for sharing your success with our most significant customers, your confidence in our market leadership, and your learnings along the way. Not only did you share with the broader sales organization but also in our team meetings throughout the week.  It's always tough to get through our QBR session, even when we have twice the time, so this time was especially impactful as you shared your work and opportunities. Especially thankful for our teammates who are bringing the pain with some incredible marketing ideas and experience projects that should elevate our ability to play into our Mick Jagger years! Cheers!",2019-07-22
275887,5460545,3333885,52313622,51758819,,0,620,Understanding!,"Jill, sorry for staying longer than I booked in the Dublin conference room. You had scheduled an important meeting, and my sales call ran over my scheduled time. You said ""don't worry, we will find somewhere else"". Thank you so much for understanding!",2019-07-22
276028,7089735,10886647,52277507,51718968,202283.0,0,620,Customer Success Offsite 2019!!,"What an amazing and talented team we have in Customer Success! I am so proud of everything we've accomplished as a team over the past quarter. Thank you Liz, Laura, and Michelle for your creativity and flawless execution of the event from beginning to end - you made the event FUN with odd activities and that was exactly what we needed! Robin and Sharon, thank you for your continued support - your workshop helped the team immensely on how to effectively manage change and it was very well received. Eric - the team was so inspired by your session that they kicked off the Gratitude Movement beyond the Workplace at Foxwoods itself (see video)! And thank you to the entire Customer Success team for your active engagement and contribution throughout the event - this event was special because of YOU, and I am so grateful that we are a team!! Thank you, All...",2019-07-20
276479,10792543,6150741,51993419,51482581,194358.0,0,620,GPTW company content ,"Thank you Kevin, Amy, Janna, and Greg for your help with firming up some answers for the company portion of our Great Place to Work submission. We could not have finished this up with the same quality without your eye and keystrokes contributing. Thank you for jumping in to help. Much appreciated!",2019-07-12
276593,10792543,6605682,51952082,51418741,,0,620,She is back!,"Amy- Since you’ve been back, I’ve come to you with multiple requests...can you secure a speaker for this? How do I use you and your team? Can you come to our team meeting? Then last week, you reached out to me with a creative idea for #wethenorth, you built a team AND attended SHRM. And to think you’ve been back from MAT leave 3 weeks??!! What are you doing for everyone else? Total rockstar!! So excited for things to come!",2019-07-11
276729,7089735,2031635,51893293,51358434,191783.0,0,620,Aloft in Alpharetta with McK,"Marcy, Josh, and Cam,   McKesson's stock price, following our finalist meeting with them, went aloft!  Coincidence?   Just think how great they'll do when they really start working with us!  You all pulled together for a masterful 90-min finalist meeting and the feedback since has been all positive!  We received a direct thank you from their SVP HR, commenting on how well Workhuman showed up for them and the obvious effort we've exhibited getting to know them and their business.  Evidence of how well the meeting went?  They gave us 25% time than allocated and procurement was silenced when our original time was up - they wanted more and are still asking for additional demonstrations.  We've got momentum.  That's no coincidence.  That's the result of your committment to quality, your energy, enthusiasm, and authenticity!  They can tell we're in this to help them with ""what is possible,"" as quoted by their SVP HR.  Let's keep this going!!  Thank you for your awesome teamwork, preparation, travel, and excellence!",2019-07-09
277390,10792543,9780937,51523711,51007158,181842.0,0,620,Is there a better example of teamwork? Nahhh,"TEAM! I cannot express enough how much I appreciate you all jumping in to help me reel a candidate back in. I wish I could say that this was the first time in my recruiting career that a finalist candidate emailed me to say they were withdrawing from the process. And it certainly won't be the last. However - this was the first time I had multiple people on the interview team immediately jump in and offer their assistance in trying to save the day. With your help - we are back on track with this candidate. Regardless of whether or not this ends in an offer, I want you to know how much I appreciate your support in making this happen. You are all true partners and I'm so lucky to work with you. ",2019-06-28
277476,10792543,1885215,51479664,50942027,180571.0,0,620,Relationship building and more at SHRM 19,"Great job at SHRM Annual Conference this week!  This conference is a great relationship building opportunity – for us to continue to leverage the relationships we have and make new ones.  All with the intent of creating new business and thought leadership opportunities.  Mike – excellent work with the SHRM Foundation.  This year’s format was different than past years – but it remained a great way to connect with industry leaders and show Workhuman as a brand that cares. And the dinner with Cy Wakeman was amazing fun!  Dan – great job in leveraging the show to get competitive intel, industry information to help our content strategy and new ideas to help our future messaging. Amy – this was your first SHRM conference but you jumped right in!  You spent time at the booth, got some great media interviews and made new connections for Workhuman. Can't wait to see what comes of all of them. Well done all!",2019-06-26
